CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
8619;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIA VALLESCURA;VIALE ANTONIO ALDINI;16644;16521;1998-08-04;117.0;192;;198;;;;;;44.48892295909321, 11.332776290670202;"{""coordinates"": [[11.333420106917169, 44.48867006467885], [11.332416022843077, 44.489065533624185], [11.332130870807129, 44.48917166640661]], ""type"": ""LineString""}";758828.0
8621;1350;VIALE ANTONIO ALDINI;15;Santo Stefano;VIALE ANTONIO ALDINI;VIALE ANTONIO ALDINI;16521;16522;1998-08-04;98.0;200;;218;;;;;;44.48878054452477, 11.331853912567956;"{""coordinates"": [[11.332130870807129, 44.48917166640661], [11.332060316267357, 44.48906912783663], [11.331798579512094, 44.488707042706565], [11.331648711486926, 44.488490710705015], [11.331583209997053, 44.48838522379822]], ""type"": ""LineString""}";758828.0
10988;40250;VIA GIOVANNI BATTISTA MORGAGNI;13;Porto - Saragozza;VIA MAGGIA;VIA DELLE CASSE;111;108;1991-10-21;38.0;;;;;1;;1;;44.49739367052925, 11.338636104377672;"{""coordinates"": [[11.338567658612181, 44.497227890573186], [11.338653800449068, 44.49743437353883], [11.338702519532877, 44.49756026680646]], ""type"": ""LineString""}";759690.0
10995;2650;VIA APOSAZZA;12;Navile;VIA APOSAZZA;ROTONDA VIGILI DEL FUOCO;14336;17622;1997-06-11;237.0;2;;10;;1;;5;;44.53503023633578, 11.366373590705821;"{""coordinates"": [[11.365051839413196, 44.5354998181525], [11.365352206410803, 44.53539800568454], [11.366137910070593, 44.53513731247041], [11.366501885999632, 44.53500975459025], [11.366727331872234, 44.53492651547764], [11.366916182125747, 44.53484404374091], [11.367093022814794, 44.53476618695594], [11.367365189590672, 44.534631779635276], [11.367665138669787, 44.53448602839064]], ""type"": ""LineString""}";758860.0
4806;17400;VIA CRISTOFORO COLOMBO;12;Navile;VIA CRISTOFORO COLOMBO;VIA CRISTOFORO COLOMBO;11044;11048;1991-10-21;370.0;56;;56;;;;;;44.54123385595375, 11.34382056478809;"{""coordinates"": [[11.344490045581189, 44.542752115224154], [11.344194838826517, 44.54233311491262], [11.344003012509889, 44.54207445952875], [11.343815266850939, 44.54180954429481], [11.343725938699558, 44.54162910433053], [11.343606006185203, 44.54133189973088], [11.343553414436277, 44.540990055364524], [11.34357184197814, 44.54069618577944], [11.343656594375652, 44.54022485610069], [11.34370623498407, 44.539955057546564], [11.343778922865436, 44.53957676445528]], ""type"": ""LineString""}";759085.0
4815;17400;VIA CRISTOFORO COLOMBO;12;Navile;VIA AMILCARE BORTOLOTTI;VIA DEL TREBBO;11068;15133;1992-01-10;273.0;;;;;143;;161;;44.55007603125645, 11.352438438028438;"{""coordinates"": [[11.351704678407097, 44.549253282508054], [11.351892180580966, 44.54921724449227], [11.351935681643386, 44.54921267518673], [11.351977986163789, 44.54920996703075], [11.352011350958081, 44.54921472608976], [11.352044380582356, 44.54921991516313], [11.352084286233561, 44.549229220733444], [11.35212300842871, 44.54924602275981], [11.352154421753104, 44.54926671142025], [11.352180579328582, 44.54929193760755], [11.35221745743894, 44.54934107861088], [11.352422761421494, 44.54967365880733], [11.352597035098647, 44.54998719865698], [11.352642952008713, 44.550089718165644], [11.352653850594562, 44.55014084386213], [11.352658786146552, 44.5501864568854], [11.352651266657624, 44.550235720555094], [11.352632715120878, 44.55031363251819], [11.352610670306431, 44.55039420919594], [11.352562540757102, 44.55054509291024], [11.352540586518192, 44.550628233420326], [11.352544229416376, 44.55071861555718], [11.352561817877515, 44.550795782681355], [11.3526119776049, 44.55087486223968], [11.352662774399596, 44.55096943096521], [11.352720791902675, 44.551063850842745], [11.352782536879506, 44.55116078658382], [11.352865410106148, 44.55124435019124]], ""type"": ""LineString""}";759085.0
4819;17300;VIA COLOMBAROLA;12;Navile;VIA ALESSANDRO STOPPATO;VIA JULES VERNE;11114;11115;1991-10-21;146.0;40;;46;2;11;;17;;44.54355429680496, 11.358580079431396;"{""coordinates"": [[11.357894779177272, 44.543991894415726], [11.358088811913447, 44.54388617585419], [11.358403866227553, 44.54367417563018], [11.358751038231157, 44.5434333870023], [11.359078461598305, 44.543227611127506], [11.359261188680007, 44.5431091965927]], ""type"": ""LineString""}";759073.0
6986;48850;VIA MARCANTONIO RAIMONDI;12;Navile;VIA MARCANTONIO RAIMONDI;VIA MARCANTONIO RAIMONDI;14543;14544;1997-06-17;58.0;;;;;35;;41;;44.5101448653651, 11.34933064830185;"{""coordinates"": [[11.348975106038214, 44.51019311730437], [11.349686190565489, 44.51009661342582]], ""type"": ""LineString""}";759962.0
7175;11130;VIA CADUTI DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIA BRIGATA BOLERO;VIA CADUTI DI CASTELDEBOLE;14682;8611;1997-06-20;27.0;;;;;11;;11;2;44.501833725748, 11.278469079881452;"{""coordinates"": [[11.278405029754653, 44.50172146806575], [11.27853313000825, 44.501945983430254]], ""type"": ""LineString""}";758973.0
7124;5800;VIA BATTINDARNO;11;Borgo Panigale - Reno;VIA GIOVANNI SEGANTINI;VIA BATTINDARNO;8672;14644;1997-06-19;59.0;;;;;61;;69;;44.50456924089664, 11.300223880360164;"{""coordinates"": [[11.300547952645477, 44.504441792763465], [11.299899808074851, 44.50469668902983]], ""type"": ""LineString""}";758917.0
7130;5800;VIA BATTINDARNO;11;Borgo Panigale - Reno;VIA BATTINDARNO;VIA GIANGUIDO BORGHESE;16127;14649;1997-06-19;5.0;;;;;;;;;44.49576240999777, 11.294465535485575;"{""coordinates"": [[11.294455008649498, 44.49574175358002], [11.294476062321653, 44.49578306641553]], ""type"": ""LineString""}";758917.0
4162;11130;VIA CADUTI DI CASTELDEBOLE;11;Borgo Panigale - Reno;VIA ROTTA;VIALE GAETANO SALVEMINI;4322;4332;1991-10-21;235.0;62;;90;;45;;59;;44.49899686214273, 11.275677990252268;"{""coordinates"": [[11.27424577791639, 44.49881645599594], [11.275467287331198, 44.49891461266929], [11.275617000273357, 44.49893182117892], [11.27582708571134, 44.49897605803729], [11.276055881003172, 44.49903076959035], [11.276275832427057, 44.49908253313202], [11.276827578178855, 44.499231100901035], [11.276970263533226, 44.49927357401243], [11.277031698352813, 44.49929911330756], [11.277080227916374, 44.49932595429024]], ""type"": ""LineString""}";758973.0
6243;31850;VIA ANTONIO LEVANTI;14;San Donato - San Vitale;VIA ANDREA DEL VERROCCHIO;VIA ANTONIO LEVANTI;6993;13972;1997-05-26;38.0;6;;6;;;;;;44.495527002201996, 11.386310661670084;"{""coordinates"": [[11.386330289988798, 44.4953571100883], [11.386341637762058, 44.49540957395497], [11.386270499512682, 44.49569658684401]], ""type"": ""LineString""}";758846.0
6246;17100;VIA EDOARDO COLLAMARINI;14;San Donato - San Vitale;VIA EDOARDO COLLAMARINI;VIA EDOARDO COLLAMARINI;13975;13974;1997-05-26;55.0;;;;;9;;19;A;44.49692114151087, 11.400538958569392;"{""coordinates"": [[11.400475526321612, 44.49716531991039], [11.400602390817173, 44.496676963111355]], ""type"": ""LineString""}";759473.0
6687;17950;VIA DI CORTICELLA;12;Navile;VIA GENUZIO BENTINI;VIA DI CORTICELLA;14322;14325;1997-06-11;133.0;196;;206;;;;;;44.54137569883708, 11.355373847582733;"{""coordinates"": [[11.356141374178703, 44.541363335609184], [11.35602829380796, 44.54136819931514], [11.355967868733455, 44.541361857327246], [11.355585974059965, 44.54136973866494], [11.35546990735281, 44.54138732098743], [11.355380926299917, 44.54146255461199], [11.355045336971315, 44.54130243688277], [11.354626004906034, 44.541435124111]], ""type"": ""LineString""}";759397.0
6692;17950;VIA DI CORTICELLA;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;14326;14328;1997-06-11;27.0;208;;208;2B;;;;;44.541719350432516, 11.355755286456535;"{""coordinates"": [[11.355901445794782, 44.541780567087535], [11.355609127118287, 44.541658133777496]], ""type"": ""LineString""}";759397.0
6592;52550;VIA DELLA SALUTE;11;Borgo Panigale - Reno;VIA DELLA SALUTE;VIA DELLA SALUTE;14252;14246;1997-06-06;24.0;;;;;;;;;44.53234764303146, 11.27927769818411;"{""coordinates"": [[11.27933858056556, 44.532444366072546], [11.27921681580266, 44.532250919990375]], ""type"": ""LineString""}";759328.0
5783;61450;VIA VIADAGOLA;14;San Donato - San Vitale;VIA VIADAGOLA;VIA SAN DONATO;13559;13560;1997-01-30;110.0;;;;;;;;;44.52075597256781, 11.40167945168225;"{""coordinates"": [[11.401116233660403, 44.52104277111071], [11.401242439425804, 44.520978664954974], [11.40170530452217, 44.520745745128885], [11.402183238540585, 44.52049471727928], [11.402240392471628, 44.520464751375656]], ""type"": ""LineString""}";760418.0
5784;11350;VIA CALAMOSCO;14;San Donato - San Vitale;VIA VIADAGOLA;VIA VIADAGOLA;10980;13561;1997-01-30;109.0;;;;;;;;;44.52605708304447, 11.404570562258408;"{""coordinates"": [[11.403927275414944, 44.52622172480775], [11.404270011696179, 44.5261367154826], [11.404925289136171, 44.52596389093795], [11.405213490899822, 44.52589101981283]], ""type"": ""LineString""}";758979.0
5786;61450;VIA VIADAGOLA;14;San Donato - San Vitale;VIA CALAMOSCO;VIA VIADAGOLA;13561;13562;1997-01-30;339.0;18;2;18;2;;;;;44.527205155115695, 11.406294814841308;"{""coordinates"": [[11.405213490899822, 44.52589101981283], [11.405943334996262, 44.52677167034685], [11.406889820915124, 44.527939376321974], [11.407381487127545, 44.52851475796166]], ""type"": ""LineString""}";760418.0
4302;40450;VIA AUGUSTO MURRI;15;Santo Stefano;VIA BENIAMINO GIGLI;VIA MALVOLTA;5841;5855;1991-10-21;96.0;128;;148;1A;159;;159;;44.47540193305378, 11.367463282901955;"{""coordinates"": [[11.3671701593306, 44.475778208151645], [11.367315795183375, 44.475586340375], [11.3677595999111, 44.47502813892254]], ""type"": ""LineString""}";758888.0
4303;14850;VIA ALFREDO CATALANI;15;Santo Stefano;VIA AUGUSTO ROMAGNOLI;VIA STEFANO GOBATTI;5858;5861;1991-10-21;67.0;2;;4;;1;;1;A;44.47547610841442, 11.369439335723733;"{""coordinates"": [[11.369092146705619, 44.47564387187022], [11.369786524741846, 44.475308344958606]], ""type"": ""LineString""}";758780.0
4305;42600;VIA DEGLI ORTI;15;Santo Stefano;VIA LUIGI SILVAGNI;VIA GIUSEPPE DAGNINI;5849;5863;1991-10-21;111.0;14;;16;2B;9;;13;2A;44.4782224872997, 11.367982404827343;"{""coordinates"": [[11.3685949554959, 44.47798873571511], [11.367526143801072, 44.478396012095], [11.367371439324106, 44.47846022217836]], ""type"": ""LineString""}";759142.0
4311;42600;VIA DEGLI ORTI;15;Santo Stefano;VIA DEI LAMPONI;VIA GHERARDO FORNI;5882;5877;1991-10-21;31.0;58;;58;B;39;3;43;;44.47664574629332, 11.372148680460278;"{""coordinates"": [[11.371970814897281, 44.47670439502441], [11.372206658414306, 44.47662524074366], [11.372327707170658, 44.476590846953435]], ""type"": ""LineString""}";759142.0
4320;45300;VIA FRANCESCO PETRARCA;15;Santo Stefano;VIA CINO DA PISTOIA;VIA ODOFREDO;5901;5906;1991-10-21;112.0;44;2;44;4;33;;37;;44.485549349143746, 11.336213320886609;"{""coordinates"": [[11.335616171953044, 44.48579580947523], [11.335836039053449, 44.48572949892797], [11.335975177084931, 44.485682268992534], [11.336106218261435, 44.48562627400857], [11.336229418014222, 44.485570430349945], [11.336462948739731, 44.48543095393257], [11.336779540997922, 44.485235770188204]], ""type"": ""LineString""}";759587.0
6594;23500;VIA DELLA FORNACE;11;Borgo Panigale - Reno;VIA DELLA FORNACE;VIA DELLA SALUTE;8585;14254;1997-06-09;294.0;6;;16;;41;;69;;44.52809855671698, 11.278126820135924;"{""coordinates"": [[11.276959786324058, 44.52905521663646], [11.277197701180622, 44.528441376610566], [11.277250416504465, 44.528350911724445], [11.27728614884855, 44.52830549225672], [11.277365330902233, 44.5282524990798], [11.277466542607463, 44.528203540611386], [11.278678247254033, 44.52784565353862], [11.279500528695905, 44.52759291096925], [11.279653255285744, 44.527547396141586]], ""type"": ""LineString""}";759304.0
6305;50500;VIA RIVABELLA;15;Santo Stefano;VIA RIVABELLA;VIA RIVABELLA;14013;14016;1997-05-28;28.0;10;;12;;;;;;44.47939545601037, 11.33698261725013;"{""coordinates"": [[11.336816315573689, 44.479430095081284], [11.337148918926571, 44.47936081693946]], ""type"": ""LineString""}";760218.0
6311;51400;VIA DELLE ROSE;15;Santo Stefano;VIA DELLE ROSE;VIA DELLE ROSE;14019;14018;1997-05-28;96.0;46;;48;;11;;15;;44.482664315463474, 11.346768413579216;"{""coordinates"": [[11.346164368772271, 44.48265028407198], [11.34634017545196, 44.48265141502495], [11.347223319748805, 44.48267835336725], [11.347372424799435, 44.4826752873909]], ""type"": ""LineString""}";759362.0
6696;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA FRANCESCO ZANARDI;14330;14331;1997-06-11;108.0;56;;58;A;;;;;44.514818410707235, 11.325139055585762;"{""coordinates"": [[11.325505507045811, 44.51522498335711], [11.324772604125712, 44.51441183805737]], ""type"": ""LineString""}";759601.0
6699;59600;VIA DEL TUSCOLANO;12;Navile;VIA GIUSEPPE BRINI;VIA DEL TUSCOLANO;10635;14334;1997-06-11;62.0;32;;36;;;;;;44.536075779349495, 11.359492558296893;"{""coordinates"": [[11.359861132748321, 44.535980984936394], [11.359123983845462, 44.5361705737626]], ""type"": ""LineString""}";759274.0
6705;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;14338;14339;1997-06-11;159.0;168;;168;;;;;;44.539173633537835, 11.369488122710482;"{""coordinates"": [[11.370426919608903, 44.538923573119504], [11.368628731112068, 44.53940300488152], [11.368547294142076, 44.5394133100967]], ""type"": ""LineString""}";759540.0
6708;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;14340;14341;1997-06-11;889.0;;;;;243;;249;4;44.543416417032525, 11.382303414331552;"{""coordinates"": [[11.377366241292028, 44.54515598714206], [11.377571097404681, 44.54494155676082], [11.379022096203585, 44.54450327722995], [11.3796509108759, 44.54429483357738], [11.379775781224716, 44.54422397328476], [11.379822664716688, 44.54414317955203], [11.379857541378119, 44.54405935921099], [11.379934808621732, 44.54396889343981], [11.380045621405076, 44.54389320350824], [11.380119448900514, 44.54387430730684], [11.380414882500949, 44.54380763193536], [11.380777813647452, 44.54373108567386], [11.381174398094853, 44.54363555213723], [11.381476549175455, 44.54356450270344], [11.38176589602282, 44.543493728637614], [11.382215915769908, 44.54338158318525], [11.382601646637347, 44.54328486679688], [11.383087175783858, 44.54315086582044], [11.383616359582717, 44.543001178073894], [11.385628376164716, 44.54243852159018], [11.385966843426655, 44.54234866022101], [11.386156960981701, 44.54231207005926], [11.386298302216373, 44.54228415140688], [11.387402258575568, 44.5419393447341]], ""type"": ""LineString""}";759540.0
6709;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;13835;14342;1997-06-11;32.0;;;;;119;4;119;4;44.5133740006945, 11.352374184509927;"{""coordinates"": [[11.352437487430038, 44.51351149763552], [11.352310881589815, 44.51323650375348]], ""type"": ""LineString""}";759540.0
6710;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;13833;14342;1997-06-11;52.0;;;;;119;;119;3;44.513012583115234, 11.35220681966284;"{""coordinates"": [[11.352310881589815, 44.51323650375348], [11.35210971516758, 44.51280354772573], [11.352101788281098, 44.51278915392084]], ""type"": ""LineString""}";759540.0
6711;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;14342;14343;1997-06-11;106.0;24;;26;;;;;;44.51335100460304, 11.351661639374322;"{""coordinates"": [[11.352310881589815, 44.51323650375348], [11.35101239715883, 44.513465505452594]], ""type"": ""LineString""}";759540.0
4329;48570;VIA GIULIO CESARE PUPILLI;15;Santo Stefano;PIAZZALE GIUSEPPE BACCHELLI;VIA GIULIO CESARE PUPILLI;5947;5948;1992-01-10;141.0;2;;2;C;1;;1;B;44.48064363255017, 11.343092089619034;"{""coordinates"": [[11.343950504979563, 44.48049095410402], [11.343257882932265, 44.48061744516985], [11.34223272989362, 44.480790943030414]], ""type"": ""LineString""}";759748.0
6574;62300;VIA DEL VIVAIO;11;Borgo Panigale - Reno;VIA DI MEZZO;VIA DEL VIVAIO;14239;8464;1997-06-06;19.0;;;;;;;;;44.53897035905757, 11.254526230985816;"{""coordinates"": [[11.254582263175259, 44.53904747097737], [11.25447019879637, 44.538893247137764]], ""type"": ""LineString""}";759276.0
6280;26100;VIA DEL GENIO;13;Porto - Saragozza;VIA DEL GENIO;VIA DEL GENIO;13997;14000;1997-05-27;32.0;;;;;;;;;44.48297842928512, 11.315226494089256;"{""coordinates"": [[11.315263712761352, 44.48312204657055], [11.315244545053556, 44.483029492448324], [11.315182661168546, 44.48283655237376]], ""type"": ""LineString""}";759212.0
6282;26100;VIA DEL GENIO;13;Porto - Saragozza;VIA DEL GENIO;VIA DEL GENIO;14000;14001;1997-05-27;47.0;;;;;5;10;5;9;44.482787710714064, 11.315470395070175;"{""coordinates"": [[11.315182661168546, 44.48283655237376], [11.315758128971805, 44.48273886905436]], ""type"": ""LineString""}";759212.0
3411;25150;VIA AUGUSTO GALLI;14;San Donato - San Vitale;VIA GHERARDO GHERARDI;VIA ARGIA MAGAZZARI;10556;10523;1991-10-21;163.0;8;;14;;7;;21;;44.50393386091496, 11.370967889049663;"{""coordinates"": [[11.371429468051538, 44.504362521695455], [11.370616921389756, 44.50399339583162], [11.370590034316706, 44.50396102280281], [11.370586297050288, 44.50393183306357], [11.37061343776983, 44.50390748464262], [11.371299725122238, 44.503433748171524]], ""type"": ""LineString""}";758885.0
6838;52400;VIA AURELIO SAFFI;13;Porto - Saragozza;VIA PODGORA;VIA AURELIO SAFFI;8823;14440;1997-06-13;126.0;34;;56;;89;;89;;44.501735345853234, 11.320126576606384;"{""coordinates"": [[11.32083833102744, 44.501485250883135], [11.319414822185328, 44.50198544082333]], ""type"": ""LineString""}";758894.0
6713;22400;VIA FERRARESE;12;Navile;VIA DE' GANDOLFI;VIA FERRARESE;10442;14344;1997-06-11;62.0;42;;52;E;155;2;163;;44.51514397966928, 11.353240828463948;"{""coordinates"": [[11.353458100990178, 44.515360813586256], [11.35336936959347, 44.51529669919522], [11.353266371205228, 44.515211983919805], [11.353207088210413, 44.51513083264745], [11.353154027954023, 44.51504954406398], [11.353076971643878, 44.514883513897054]], ""type"": ""LineString""}";759540.0
6518;23450;VIA DELLE FONTI;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;15089;14188;1997-06-06;63.0;;;;;47;;49;2A;44.54751300165347, 11.3547257360247;"{""coordinates"": [[11.354381609554906, 44.547511255704066], [11.354727842776835, 44.54744409426399], [11.35481149035327, 44.54754660882592], [11.35493218696311, 44.54758201048332], [11.355064207159515, 44.54756981617161]], ""type"": ""LineString""}";759353.0
6519;23450;VIA DELLE FONTI;12;Navile;VIA DELLE FONTI;VIA DEL SOLE;11050;15088;1997-06-06;70.0;76;2;76;2E;31;;41;2;44.54667020864481, 11.35408285162611;"{""coordinates"": [[11.354188404301608, 44.54697711519742], [11.353977298950612, 44.5463633020922]], ""type"": ""LineString""}";759353.0
6521;23450;VIA DELLE FONTI;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;15088;14190;1997-06-06;43.0;;;;;29;C;29;C;44.54631480029478, 11.354239675439782;"{""coordinates"": [[11.353977298950612, 44.5463633020922], [11.354502051928952, 44.54626629849735]], ""type"": ""LineString""}";759353.0
6522;23450;VIA DELLE FONTI;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;15088;15087;1997-06-06;17.0;;;;;29;;29;B;44.54628869480504, 11.353949962758414;"{""coordinates"": [[11.353977298950612, 44.5463633020922], [11.353922626566213, 44.546214087517875]], ""type"": ""LineString""}";759353.0
6635;63100;VIA FRANCESCO ZANARDI;12;Navile;VIA FRANCESCO ZANARDI;VIA AMERIGO VESPUCCI;8866;14286;1997-06-10;55.0;72;;74;D;81;2;83;F;44.51636278075253, 11.324941859537601;"{""coordinates"": [[11.324882155615565, 44.51660555611752], [11.324961957024703, 44.516274851341464], [11.325006046851785, 44.516121188951296]], ""type"": ""LineString""}";759601.0
6832;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14435;14434;1997-06-13;14.0;;;;;;;;;44.51192594158074, 11.283746988438628;"{""coordinates"": [[11.28374290302873, 44.511865012906476], [11.283751073848526, 44.511986870255]], ""type"": ""LineString""}";759203.0
5482;90230;RAMPA TANG.USCITA UNDICI-BIS CASAL.-S.LAZZ;14;San Donato - San Vitale;RAMPA TANG.USCITA UNDICI-BIS CASAL.-S.LAZZ;TANGENZIALE CASALECCHIO-SAN LAZZARO;13378;13377;1996-02-14;135.0;;;;;;;;;44.49144754253289, 11.392258701970178;"{""coordinates"": [[11.391457210714261, 44.49153591926187], [11.391571158568006, 44.491541166198004], [11.39178455481307, 44.49154432034099], [11.391948018857963, 44.49154343392627], [11.392107394641332, 44.49152992130289], [11.392283823373363, 44.49149823496604], [11.392483527500197, 44.49144123140918], [11.392655380163031, 44.491370866283546], [11.393020974385443, 44.491185104598436]], ""type"": ""LineString""}";
6171;36500;VIA OTTAVIANO MASCHERINO;12;Navile;VIA PIETRO LIANORI;VIA DONATO CRETI;10238;13921;1997-05-21;126.0;4;;8;E;7;;13;D;44.50935308942155, 11.355163448315968;"{""coordinates"": [[11.355458882678164, 44.509875563588515], [11.355385475369802, 44.509750736312064], [11.35506404813868, 44.509179664610784], [11.354944970273648, 44.5089594878285], [11.354877348656393, 44.50882551127647]], ""type"": ""LineString""}";760077.0
6172;36500;VIA OTTAVIANO MASCHERINO;12;Navile;VIA SEBASTIANO SERLIO;VIA PIETRO LIANORI;13921;10321;1997-05-21;117.0;;;;;1;;3;L;44.508374650926186, 11.35453528389138;"{""coordinates"": [[11.354877348656393, 44.50882551127647], [11.3547673748228, 44.50864828677535], [11.354732737974333, 44.508611064462684], [11.354646240981934, 44.50852036534363], [11.354532388053737, 44.5084089033349], [11.354452611419797, 44.508320433124496], [11.354375568903373, 44.508217691416], [11.354291021897614, 44.50801076469597], [11.354259574710865, 44.50788810512348]], ""type"": ""LineString""}";760077.0
6173;55950;VIA STALINGRADO;12;Navile;VIA STALINGRADO;VIA OTTAVIANO MASCHERINO;13920;13921;1997-05-21;84.0;16;5;22;G;;;;;44.508756861999146, 11.355396340098231;"{""coordinates"": [[11.355915331540071, 44.50868821272182], [11.354877348656393, 44.50882551127647]], ""type"": ""LineString""}";760342.0
6176;31000;VIA DEL LAVORO;14;San Donato - San Vitale;VIA DEL LAVORO;VIA DEL LAVORO;13923;13924;1997-05-21;44.0;56;;58;;;;;;44.50741751404807, 11.356154146972962;"{""coordinates"": [[11.356200381490137, 44.5076148142531], [11.356107912455787, 44.50722021384305]], ""type"": ""LineString""}";759218.0
5788;90070;AUTOSTRADA A-13 (BO-PD);12;Navile;TANGENZIALE SAN LAZZARO-CASALECCHIO;AUTOSTRADA A-13 (BO-PD);15246;15242;1997-02-04;124.0;;;;;;;;;44.5308903909928, 11.360885554325723;"{""coordinates"": [[11.360488624865889, 44.530398261707894], [11.360679537763419, 44.53066932315855], [11.360798250667745, 44.53084045494428], [11.36087816572951, 44.53092851241663], [11.360957596148735, 44.53100488556336], [11.361341523144718, 44.531328516562226]], ""type"": ""LineString""}";
5796;62500;PIAZZA ALESSANDRO VOLTA;13;Porto - Saragozza;VIA FRANCESCO RONCATI;VIA GIOVANNI SPATARO;13568;4671;1997-02-21;20.0;;;;;7;;7;;44.49255156517761, 11.323083998842073;"{""coordinates"": [[11.323111687714514, 44.49263975823044], [11.32305630996963, 44.49246337212478]], ""type"": ""LineString""}";758767.0
6834;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA DEL FAGGIOLO;14435;14437;1997-06-13;87.0;;;;;5;A;21;2;44.51164124190351, 11.283359674779915;"{""coordinates"": [[11.28374290302873, 44.511865012906476], [11.283599896711568, 44.51184648362244], [11.283297195694939, 44.511644057034005], [11.283050964857264, 44.51130804548065]], ""type"": ""LineString""}";759203.0
6836;21750;VIA DEL FAGGIOLO;11;Borgo Panigale - Reno;VIA FRANCESCO DE SANCTIS;VIA DEL FAGGIOLO;14438;8683;1997-06-13;78.0;136;;144;B;45;;45;4;44.510651927494536, 11.283012103344625;"{""coordinates"": [[11.28280837350574, 44.510333246257936], [11.283215833183508, 44.51097060873114]], ""type"": ""LineString""}";759203.0
7270;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA NINO BIXIO SCOTA;VIA ANDREA COSTA;4697;14743;1997-06-23;39.0;118;;120;2;;;;;44.49505449438288, 11.317605826042692;"{""coordinates"": [[11.317659715790835, 44.49520271233097], [11.317669577335737, 44.49511164000502], [11.317675766316823, 44.49502914068262], [11.317665824246903, 44.49501693697018], [11.317641961087999, 44.49501177683437], [11.317439924524814, 44.49500572360022]], ""type"": ""LineString""}";758801.0
7271;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ANDREA COSTA;14743;14745;1997-06-23;21.0;130;;130;;;;;;44.494911914686504, 11.317442238251152;"{""coordinates"": [[11.317439924524814, 44.49500572360022], [11.317444551977488, 44.4948181057728]], ""type"": ""LineString""}";758801.0
7273;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ANDREA COSTA;14745;14746;1997-06-23;38.0;124;2;128;;;;;;44.494825832601705, 11.317226086745523;"{""coordinates"": [[11.317444551977488, 44.4948181057728], [11.317095877204721, 44.49481723434725], [11.317082650039229, 44.49481988851425], [11.317071993386666, 44.49483123201663], [11.317066914218929, 44.494902716624125]], ""type"": ""LineString""}";758801.0
7275;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA DELLO SPORT;VIA ANDREA COSTA;14748;4572;1997-06-23;31.0;;;;;169;;173;;44.49352537359171, 11.307765377073403;"{""coordinates"": [[11.307575978277978, 44.49350380166043], [11.30795477586883, 44.49354694552298]], ""type"": ""LineString""}";758801.0
7276;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ANDREA COSTA;14748;14749;1997-06-23;69.0;176;;190;2;;;;;44.493198230590345, 11.307571653885802;"{""coordinates"": [[11.307575978277978, 44.49350380166043], [11.307640732199562, 44.49310675682579], [11.307575646425597, 44.493075879242696], [11.307397632951409, 44.49297495744056]], ""type"": ""LineString""}";758801.0
7278;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ANDREA COSTA;14750;14748;1997-06-23;52.0;192;;192;2B;;;;;44.49346072155307, 11.30725652404076;"{""coordinates"": [[11.30693706980354, 44.49341764144571], [11.307575978277978, 44.49350380166043]], ""type"": ""LineString""}";758801.0
7282;18000;VIA ANDREA COSTA;13;Porto - Saragozza;VIA ANDREA COSTA;VIA ANDREA COSTA;14752;14753;1997-06-23;42.0;210;A;218;B;;;;;44.49287162881423, 11.304843073525806;"{""coordinates"": [[11.30488331411688, 44.493056413763135], [11.304802832934731, 44.492686843865314]], ""type"": ""LineString""}";758801.0
