CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
461;54330;VIA FRANCESCO SERATO;16;Savena;VIA AMLETO ZECCHI;VIA SAN RUFFILLO;5541;15919;1991-10-21;149.0;4;;8;;1;;1;;44.45579802343173, 11.370721464677914;"{""coordinates"": [[11.371289734696258, 44.45633297229095], [11.371196734461106, 44.45623427270189], [11.370146943786462, 44.45526940347237]], ""type"": ""LineString""}";759596.0
462;9830;VIA GIUSEPPE BOSI;16;Savena;VIA TOSCANA;VIA GIUSEPPE BOSI;5539;5540;1991-10-21;179.0;2;;22;;1;;7;A;44.45273954319488, 11.363317218596523;"{""coordinates"": [[11.363750403724524, 44.451995498641814], [11.36328630546124, 44.45280825982517], [11.362869258409333, 44.453474751600346]], ""type"": ""LineString""}";759760.0
469;39550;VIA DI MONTE DONATO;16;Savena;VIA SANTA LIBERATA;VIA DEL POGGIO;5501;5499;1991-10-21;888.0;10;;20;;17;;19;;44.452380317014054, 11.348585225842008;"{""coordinates"": [[11.349681203079992, 44.45604322274946], [11.349688203120017, 44.455908804373955], [11.34969582261439, 44.455742521923376], [11.349691564465665, 44.45555713728653], [11.34968137826968, 44.455461774977195], [11.349663449767412, 44.45537111835632], [11.34963649086184, 44.455293161265246], [11.349622288624658, 44.45525590359318], [11.34959437328899, 44.45519389183876], [11.349556679934707, 44.455092109626825], [11.349537605086818, 44.45504116919593], [11.349526649638854, 44.454969544643234], [11.349530870531057, 44.45494160361456], [11.34953416070333, 44.454917093740555], [11.349537519873458, 44.45489461704197], [11.349547783004255, 44.45486690275452], [11.349557923786685, 44.45483613909061], [11.34956964680957, 44.45480941205125], [11.349585477012509, 44.4547785402867], [11.349602766748353, 44.45474864677431], [11.349645973515386, 44.45467739286193], [11.349766160006903, 44.45449980874493], [11.349879115311497, 44.45433937032821], [11.349924847226903, 44.45426528251188], [11.349942101017522, 44.454239512893615], [11.349952683953054, 44.4542119450288], [11.349958369694438, 44.45418418088744], [11.349956645263854, 44.45413713259537], [11.349915759560396, 44.453901907095144], [11.349817465492757, 44.453401799345144], [11.349736851349842, 44.45305818052576], [11.349685440264043, 44.452839691395894], [11.349657407386472, 44.45274809038014], [11.349631341109776, 44.45269673568688], [11.349601582900096, 44.452657052374946], [11.349521233806568, 44.45256154064236], [11.349331709153127, 44.45234619995308], [11.349276970424937, 44.45226403404562], [11.349241763124738, 44.45220160507503], [11.349223441556198, 44.45216157827148], [11.349209507024534, 44.452106525805114], [11.349189294186996, 44.45192157741072], [11.349163533227188, 44.45170515291596], [11.349138193808104, 44.45149891972533], [11.349127789472584, 44.45145228408781], [11.349113005345716, 44.45140267767915], [11.349095750411433, 44.45136228680045], [11.349074307696172, 44.45132402569356], [11.349042509180677, 44.45129329682605], [11.349008158821484, 44.4512703897382], [11.348957449999212, 44.45124699100188], [11.348866888399128, 44.45122236865883], [11.34873953768409, 44.45119738685173], [11.348186438346033, 44.451109115198804], [11.347551104847216, 44.451021424661334], [11.34730209882404, 44.45098682539543], [11.347247136172614, 44.45096670930251], [11.347195321889501, 44.45094016358112], [11.347154812364698, 44.450915960155776], [11.347113312208311, 44.45087801204506], [11.34696189684331, 44.450736083570355], [11.346786129674197, 44.450566036111695], [11.34667971453588, 44.450485084312156], [11.346580370670898, 44.45041969666664], [11.34630443860854, 44.45026001682807], [11.346109065628614, 44.450147628083535], [11.346048203640102, 44.450109159228056], [11.346002923781246, 44.45007314292946], [11.345981601865866, 44.450056034959516], [11.345914062861816, 44.44997982012755], [11.34576894257246, 44.4498035146273], [11.34571469970968, 44.44973542592012], [11.345675775645729, 44.44969742434385]], ""type"": ""LineString""}";759404.0
472;24800;VIA GAIBARA;16;Savena;VIA SANTA LIBERATA;VIA DI MONTE DONATO;5496;5494;1991-10-21;1209.0;2;1;2;1;1;;1;;44.45341919192873, 11.346959854169503;"{""coordinates"": [[11.348233130595151, 44.458359049019045], [11.34820877733305, 44.458315968235205], [11.348194723501258, 44.45826893049102], [11.348193497975123, 44.458108285732195], [11.348200687087694, 44.457810483829114], [11.348202129273307, 44.457586279614944], [11.348199603485222, 44.45745025677927], [11.348195778625222, 44.45735518663176], [11.348190531966027, 44.45726478208528], [11.348173074298254, 44.45715259927441], [11.348150895173582, 44.45704397959193], [11.348128902255217, 44.456940001431974], [11.348110840680087, 44.456812751617015], [11.348112008725087, 44.4566804428927], [11.348113900735626, 44.45664675213035], [11.348133548060886, 44.45657092392905], [11.348169333055797, 44.45648283528478], [11.348201874645255, 44.45641636565158], [11.348256649115227, 44.456328210454664], [11.348311668640864, 44.45624585688843], [11.348408021886184, 44.456103469667696], [11.348465537382909, 44.456002501245386], [11.348498119767843, 44.455926406867775], [11.348503019439434, 44.455886856522774], [11.348498059263303, 44.45584403400501], [11.348480270037118, 44.455764330543076], [11.348424652139613, 44.455670325885755], [11.348379517660028, 44.45562146981672], [11.348328246865805, 44.45558069829077], [11.34826406744655, 44.45554368530413], [11.34820069451096, 44.45549857132517], [11.34812520337723, 44.45543398180232], [11.348074931306352, 44.45539209129633], [11.348044814751345, 44.45535852775433], [11.348021585492997, 44.455314289458975], [11.348006963948725, 44.455272817973416], [11.34799908898241, 44.45523816675711], [11.347988757605192, 44.45518268895212], [11.347979992663289, 44.455085397694255], [11.347974941404237, 44.4549659915979], [11.347960112097136, 44.45487230908822], [11.347940119123141, 44.45481818233281], [11.347903845358939, 44.454762076752786], [11.347855333308063, 44.45472362496356], [11.347799545036269, 44.45470620891727], [11.34762708532069, 44.45468770824378], [11.347559994343609, 44.454670524520914], [11.347469618153411, 44.45463873117286], [11.347428119409871, 44.45461406205963], [11.347376600208687, 44.454581478603174], [11.347331362730376, 44.45454412059493], [11.347285149357115, 44.45448241249744], [11.347266033448506, 44.454409695146076], [11.347249402476848, 44.45431838126393], [11.347237200688491, 44.454135302453054], [11.34724098567392, 44.45406792091152], [11.34725341606856, 44.45401428868413], [11.34728033707192, 44.45394274934038], [11.34735478736633, 44.45380112842264], [11.347447496014388, 44.45360014671617], [11.347531096569297, 44.45342092255126], [11.347571355829949, 44.45332344231962], [11.347614097490712, 44.45319602226272], [11.347648340993254, 44.45305069065405], [11.34766532912796, 44.45294365101691], [11.347665759598007, 44.45289356048493], [11.347666940443398, 44.45283114791351], [11.347649824679921, 44.45275470739567], [11.347626390238739, 44.45270719626086], [11.347563579269996, 44.45263995086498], [11.347460951870797, 44.45258934184789], [11.347374309737061, 44.45257003931045], [11.34727113284422, 44.452536132314165], [11.3471626586467, 44.45249266530765], [11.347075124637437, 44.452451414440134], [11.34700917593092, 44.45242816612883], [11.346902905358816, 44.45240925778213], [11.346745704780085, 44.45240252359617], [11.34667563086005, 44.452398337459165], [11.346601393276194, 44.45238559433382], [11.34653296065761, 44.45236151454745], [11.346465359553727, 44.452327757795814], [11.346402058006204, 44.45227896824752], [11.346338964525312, 44.45221058464283], [11.346288555533699, 44.45210995391483], [11.34625187730345, 44.45202107748495], [11.346244025445856, 44.45197817923639], [11.34623462653278, 44.451927408465345], [11.346235351875375, 44.45188433392921], [11.346246131545577, 44.45184721055299], [11.346254849021637, 44.45181978939306], [11.346287024751499, 44.451765526358614], [11.346314830330648, 44.45172453300262], [11.34633242757155, 44.451683470377574], [11.346344571159275, 44.4516371002535], [11.34632873545778, 44.4515913052088], [11.346301883503752, 44.451549742759234], [11.346272459660874, 44.45151425593024], [11.346167356008825, 44.451406142749754], [11.346117632014085, 44.45135302279716], [11.346078868768828, 44.4512936547963], [11.346051523217422, 44.451240074901285], [11.346044892228038, 44.45121415753273], [11.345974298267494, 44.45105919641126], [11.345961664795112, 44.45102336444624], [11.3459604276311, 44.45092312745209], [11.345915254144268, 44.45077367565207], [11.345855537329625, 44.450680654162596], [11.34581741715524, 44.450637324562244], [11.345760188499238, 44.45060642413705], [11.345592417841777, 44.45047150987391], [11.345528397435361, 44.450410662052256], [11.345466603798057, 44.45033574232572], [11.345436792396056, 44.450290234292964], [11.345383078848512, 44.45020711814989], [11.34532839051484, 44.450099966945906], [11.345294094114283, 44.45001243665468], [11.345252693265405, 44.44995714672972], [11.345209133568401, 44.44991793484747], [11.345122643920641, 44.4498555498079], [11.344873619474903, 44.44971829746775], [11.344610995560084, 44.44959135283972], [11.34440624149341, 44.449511347289565], [11.344219307085293, 44.44945703809577], [11.344041575677347, 44.449422588512164], [11.34390601257418, 44.449399516437545]], ""type"": ""LineString""}";759627.0
473;24800;VIA GAIBARA;15;Santo Stefano;VIA DELLA TRAPPOLA;VIA GAIBARA;4170;5495;1991-10-21;475.0;4;;4;;7;;9;2;44.44779456204665, 11.33864561432482;"{""coordinates"": [[11.340408366554593, 44.448928589497285], [11.340448641108285, 44.448888197167406], [11.340478220825, 44.44883617661203], [11.340494550939024, 44.44876929425282], [11.340505025063383, 44.44855585185386], [11.340503580395358, 44.4484555289843], [11.340496322021604, 44.44839119184912], [11.340478596248174, 44.44831745449397], [11.340450274521121, 44.44824242193046], [11.340410490079734, 44.44819787325549], [11.340362750184699, 44.44816558722006], [11.340287536945999, 44.44813234294248], [11.340197544175409, 44.44809941059722], [11.340114448483682, 44.44807993979489], [11.339942917280258, 44.44806682802211], [11.339687194209027, 44.44805996989943], [11.33944840857224, 44.44805427654496], [11.339219821947633, 44.44803930803501], [11.338963314944138, 44.4480128115756], [11.33862869152843, 44.44798640242304], [11.33831338176884, 44.4479671589044], [11.338139801877851, 44.44795559882689], [11.338065615509725, 44.44794804360766], [11.337976226994547, 44.44793021257481], [11.337886006711088, 44.44789122428125], [11.337824947602694, 44.44784258206351], [11.337653245429387, 44.44761320876312], [11.337596043174173, 44.44750247720801], [11.337576573201625, 44.44743784077066], [11.337550232080861, 44.4473597420275], [11.337524205460689, 44.44728920806397], [11.337471825638682, 44.44719349313985], [11.337375639346732, 44.447110774699794], [11.337288843885805, 44.44705206302388], [11.337202603793935, 44.44700695191441], [11.337066878517765, 44.446938654713286], [11.33683756073991, 44.44685262048297], [11.336704789384955, 44.44680542760662], [11.336477461678022, 44.446716327024426], [11.336442534746112, 44.44670460921951]], ""type"": ""LineString""}";759627.0
474;36200;VIA GIUSEPPE MARTUCCI;15;Santo Stefano;VIA SAN MAMOLO;VIA ARTURO TOSCANINI;5651;5650;1991-10-21;42.0;;;;;;;;;44.47749704406431, 11.335600098874886;"{""coordinates"": [[11.335339268804985, 44.47750753010854], [11.335860928944788, 44.47748655802008]], ""type"": ""LineString""}";759785.0
476;34200;VIA SAN MAMOLO;15;Santo Stefano;VIA MEZZACOSTA;VIA GIUSEPPE MARTUCCI;15990;5650;1991-10-21;188.0;124;3;140;B;113;;127;E;44.47831238801235, 11.335773254385815;"{""coordinates"": [[11.335943847805018, 44.479144491832656], [11.335889934591346, 44.479040993766176], [11.335871374338062, 44.47898459411814], [11.335808698296992, 44.47876079344113], [11.33576911814197, 44.47857691484551], [11.335727070844825, 44.47833153588961], [11.335701523412748, 44.4781627645919], [11.335684336152445, 44.47800151045666], [11.33569779797832, 44.47786876165325], [11.335730987091242, 44.47775047251172], [11.335809829851335, 44.477577629684305], [11.335860928944788, 44.47748655802008]], ""type"": ""LineString""}";760263.0
928;52950;VIA SARAGOZZA;13;Porto - Saragozza;VIA MALPERTUSO;VIA SANTA CATERINA;9;27;1991-10-21;143.0;32;;72;A;41;;59;;44.49003115593632, 11.333166614825705;"{""coordinates"": [[11.332273776725717, 44.49007438957859], [11.332454330159237, 44.49004923839845], [11.33263432052131, 44.49003236281735], [11.332914126754499, 44.490021360391026], [11.333264453980478, 44.490022122685794], [11.33357424131278, 44.49002369463277], [11.334061519546667, 44.49003748136579]], ""type"": ""LineString""}";760309.0
929;33850;VIA MALPERTUSO;13;Porto - Saragozza;VIA SARAGOZZA;VIALE ANTONIO ALDINI;27;16657;1991-10-21;145.0;2;;2;;1;;7;;44.48941280903183, 11.33380094416991;"{""coordinates"": [[11.334061519546667, 44.49003748136579], [11.333942388983862, 44.489747071805795], [11.333664037206894, 44.48908459009963], [11.333547676553783, 44.48882000591346], [11.333536177018965, 44.488789938257945]], ""type"": ""LineString""}";759954.0
503;52470;VIA ANTONIO SALIERI;16;Savena;VIA LUDWIG VAN BEETHOVEN;VIA JOHANN SEBASTIAN BACH;5701;5700;1991-10-21;106.0;2;;8;;3;;3;;44.46230531288938, 11.3715666491475;"{""coordinates"": [[11.371716634895195, 44.46277288335377], [11.371523896450984, 44.46215583265693], [11.371500928311661, 44.46208193013649], [11.371396796104435, 44.46184519076302]], ""type"": ""LineString""}";758852.0
559;53650;VIA DOMENICO SCARLATTI;16;Savena;VIA TOSCANA;VIA FRANCESCO CILEA;5756;5759;1991-10-21;89.0;2;;2;;;;;;44.46812096409938, 11.37134181062288;"{""coordinates"": [[11.37078571447217, 44.46815611637242], [11.371897906773592, 44.468085811826334]], ""type"": ""LineString""}";759444.0
9204;42580;VIA FRANCESCO ORSONI;13;Porto - Saragozza;VIA FRANCESCO ORSONI;VIA FRANCESCO ORSONI;15808;16958;2002-07-23;95.0;16;;26;;;;;;44.48824761095962, 11.320318968019727;"{""coordinates"": [[11.320052818830904, 44.48855720928301], [11.320225199300642, 44.48842333016913], [11.320281315222285, 44.48838244313206], [11.320285246905476, 44.48836964255084], [11.320174080099244, 44.488198611079596], [11.32018246019646, 44.488185720088744], [11.320201986743786, 44.48817419600606], [11.320236994395495, 44.488160763804146], [11.320700383283494, 44.48805089339952]], ""type"": ""LineString""}";759585.0
612;54650;VIA SIEPELUNGA;15;Santo Stefano;VIA ENRICO CARUSO;VIA VINCENZO MARTINELLI;5798;5797;1991-10-21;56.0;24;;26;E;41;;41;;44.478570574727215, 11.360687931720092;"{""coordinates"": [[11.36081106001562, 44.478803037897], [11.360769810784415, 44.47873339158034], [11.360616685957352, 44.47843363860016], [11.360573857496819, 44.47833356005518]], ""type"": ""LineString""}";760331.0
616;9400;VIA ADELAIDE BORGHI MAMO;15;Santo Stefano;VIA ALESSANDRO BONCI;VIA GIOVANNI MARCHETTI;5777;5793;1991-10-21;104.0;10;;12;B;5;;7;;44.47683979737816, 11.361525988631431;"{""coordinates"": [[11.362050844602411, 44.47656251644831], [11.36100113266045, 44.47711707830801]], ""type"": ""LineString""}";758713.0
625;13550;VIA BALDASSARRE CARRATI;15;Santo Stefano;VIA MAURO TESI;VIA VINCENZO MARTINELLI;5791;5792;1991-10-21;58.0;20;;22;2;35;;37;;44.478817622035265, 11.359855581415982;"{""coordinates"": [[11.36001143599113, 44.47905357677094], [11.359699726840834, 44.47858166729959]], ""type"": ""LineString""}";758903.0
629;25450;VIA GIOVANNI BATTISTA GANDINO;15;Santo Stefano;VIA GIOVANNI CAPELLINI;VIA SERGIO TAVERNARI;5771;5769;1991-10-21;134.0;32;;42;;41;;47;;44.479189908178434, 11.355928386563273;"{""coordinates"": [[11.356499276292505, 44.47963234036811], [11.356452474235764, 44.47960298573718], [11.355399685305496, 44.47877396736991], [11.355368262270712, 44.47873522934264]], ""type"": ""LineString""}";759689.0
635;17930;VIA GIOVANNI BATTISTA CORTESI;16;Savena;VIA ERCOLE LELLI;VIA GIOVANNI BATTISTA CORTESI;5813;5815;1992-01-10;66.0;2;;6;;1;;3;;44.47116420471126, 11.369738846502027;"{""coordinates"": [[11.369551772990711, 44.471428619296866], [11.369925920013342, 44.47089979012566]], ""type"": ""LineString""}";759696.0
637;39150;VIA PIER PAOLO MOLINELLI;15;Santo Stefano;VIA ALBERTO ROVIGHI;VIA ANTONIO MARIA VALSALVA;5819;5808;1992-01-10;48.0;;;;;;;;;44.4723595999818, 11.36666444725285;"{""coordinates"": [[11.36640388681487, 44.47246403970915], [11.36692500769083, 44.47225516025445]], ""type"": ""LineString""}";760133.0
639;39150;VIA PIER PAOLO MOLINELLI;15;Santo Stefano;VIA PAOLO BARONI;VIA PIER PAOLO MOLINELLI;5805;5820;1992-01-10;51.0;;;;;;;;;44.473101530474224, 11.365432946276657;"{""coordinates"": [[11.365231326719812, 44.472924076171296], [11.365634565833503, 44.47327898477715]], ""type"": ""LineString""}";760133.0
4155;15150;VIA CAVAIONI;15;Santo Stefano;VIA DEI COLLI;VIA CAVAIONI;4189;4173;1992-01-10;381.0;2;;4;2;;;;;44.44199403625703, 11.30580442769356;"{""coordinates"": [[11.303475696060966, 44.442168734591355], [11.303572048938488, 44.4421772154422], [11.303741159907247, 44.44218630758284], [11.303846308682536, 44.44219669031348], [11.303977801338277, 44.44221070950405], [11.30406518179766, 44.44221311417305], [11.304129553687433, 44.442222240018815], [11.30419931699032, 44.442220831928864], [11.304268764895667, 44.44221108469805], [11.304338048973882, 44.442197172501004], [11.304524974652297, 44.44214129180164], [11.30474944867126, 44.44207839589268], [11.30487022302606, 44.4420426026714], [11.304947823971599, 44.44201810610982], [11.305063137664435, 44.44199076840309], [11.305227777923012, 44.44196033691258], [11.305360941593037, 44.441943054532274], [11.305659728727488, 44.44192033841458], [11.305932442949244, 44.44190023678903], [11.306295752772536, 44.44189080898202], [11.30651953687011, 44.44188419914605], [11.306880286438046, 44.44188315766725], [11.307330975866826, 44.44187612902469], [11.30742675443896, 44.44187002491691], [11.307496611552349, 44.44187069252804], [11.307566632695437, 44.44187552501162], [11.307633987019111, 44.44188666820761], [11.30771330912794, 44.44190590589807], [11.307819442594738, 44.44194128344753], [11.30796412130514, 44.44199463416717], [11.308119583052825, 44.44206810369111]], ""type"": ""LineString""}";759040.0
3805;62270;ROTONDA LUCHINO VISCONTI;14;San Donato - San Vitale;VIA SAN DONATO;VIALE EUROPA;16904;16906;1993-04-13;94.0;;;;;;;;;44.51685068648972, 11.393219991750403;"{""coordinates"": [[11.392683705704576, 44.51677937583303], [11.392742703097822, 44.51681252891649], [11.39281037798313, 44.51684280830942], [11.392871677173641, 44.51686456986337], [11.392930834177315, 44.51687857108095], [11.39299033304331, 44.51689139476972], [11.39307006599635, 44.516898725800345], [11.393154500751299, 44.516905958201754], [11.393241710230415, 44.516902905470495], [11.393339812700074, 44.516889325367025], [11.39341377763598, 44.51687625128122], [11.39348979762913, 44.5168555989234], [11.3935743598652, 44.51681525887108], [11.393680573583383, 44.51675396592895], [11.393734771564406, 44.51670096571609]], ""type"": ""LineString""}";759910.0
3807;20500;VIA SAN DONATO;14;San Donato - San Vitale;VIA VIADAGOLA;VIA DEI GELSI;10994;10993;1991-10-21;105.0;;;;;203;;205;;44.52002568651139, 11.40070846229718;"{""coordinates"": [[11.401336531635447, 44.520168716322644], [11.401187766262584, 44.5201354574972], [11.400242147276897, 44.519920153715226], [11.400082490086687, 44.519874428882176]], ""type"": ""LineString""}";760249.0
3809;16350;VIA CHIESA CALAMOSCO;14;San Donato - San Vitale;VIA SANTA MARIA;VIA DEGLI ACERI;11000;10999;1991-10-21;162.0;6;3;8;;;;;;44.529588311122346, 11.397805708974243;"{""coordinates"": [[11.398341036370606, 44.53020930427268], [11.398177193432565, 44.5300016012358], [11.397907857892442, 44.52969966995105], [11.397621840662055, 44.52938647513747], [11.397423165830727, 44.52915849969608], [11.397266696952064, 44.528970247956444]], ""type"": ""LineString""}";759056.0
3904;46150;VIA FRATELLI PINARDI;12;Navile;VIA STENDHAL;VIA DEL TUSCOLANO;10719;15457;1991-10-21;199.0;12;;22;;11;;29;B;44.53435629456153, 11.357374695947584;"{""coordinates"": [[11.35859942695994, 44.53416893408397], [11.356149964935229, 44.534543655039094]], ""type"": ""LineString""}";759615.0
3909;54830;VIA IGNAZIO SILONE;12;Navile;VIA WILLIAM SHAKESPEARE;VIA DEL TUSCOLANO;16860;11095;1991-10-21;365.0;2;;20;;1;;1;;44.54209630010949, 11.36289730156427;"{""coordinates"": [[11.360673758971835, 44.542493406662324], [11.361040892339913, 44.54244624752642], [11.361327795609432, 44.54239767703], [11.361536011702913, 44.542331063212934], [11.361735070991529, 44.54226463846747], [11.36197993649524, 44.54219726556691], [11.362316294382227, 44.542124712838515], [11.36269348267002, 44.54204149226309], [11.362980117388698, 44.5419863693326], [11.363221450060626, 44.54194529123657], [11.363427351308713, 44.54193446548956], [11.363706938590349, 44.541931962333], [11.36392695915812, 44.54193067406539], [11.364462964010754, 44.541919563706294], [11.365026595418437, 44.541911164367185], [11.365146485583605, 44.541928350853844]], ""type"": ""LineString""}";759830.0
