CODICE;Geo Point;Geo Shape
13430;44.52470982222788, 11.364399908445586;"{""coordinates"": [11.364399908445586, 44.52470982222788], ""type"": ""Point""}"
13437;44.52866833577309, 11.350313276820122;"{""coordinates"": [11.350313276820122, 44.52866833577309], ""type"": ""Point""}"
13438;44.529308271493626, 11.348319521493925;"{""coordinates"": [11.348319521493925, 44.529308271493626], ""type"": ""Point""}"
13440;44.52782794187512, 11.351863118303422;"{""coordinates"": [11.351863118303422, 44.52782794187512], ""type"": ""Point""}"
13441;44.527287056518844, 11.353532303947825;"{""coordinates"": [11.353532303947825, 44.527287056518844], ""type"": ""Point""}"
10708;44.5331069753185, 11.339203285989491;"{""coordinates"": [11.339203285989491, 44.5331069753185], ""type"": ""Point""}"
13449;44.530281985742896, 11.338307480272539;"{""coordinates"": [11.338307480272539, 44.530281985742896], ""type"": ""Point""}"
13451;44.52456412917861, 11.298047847380017;"{""coordinates"": [11.298047847380017, 44.52456412917861], ""type"": ""Point""}"
14103;44.4661027904493, 11.373232302249626;"{""coordinates"": [11.373232302249626, 44.4661027904493], ""type"": ""Point""}"
14140;44.5008582214823, 11.335694744713798;"{""coordinates"": [11.335694744713798, 44.5008582214823], ""type"": ""Point""}"
14129;44.500431411563476, 11.33548871029589;"{""coordinates"": [11.33548871029589, 44.500431411563476], ""type"": ""Point""}"
14130;44.500290713278375, 11.336053050212568;"{""coordinates"": [11.336053050212568, 44.500290713278375], ""type"": ""Point""}"
13380;44.49459918988761, 11.389907211020027;"{""coordinates"": [11.389907211020027, 44.49459918988761], ""type"": ""Point""}"
13379;44.495829703076765, 11.388827012578059;"{""coordinates"": [11.388827012578059, 44.495829703076765], ""type"": ""Point""}"
13381;44.49290345907781, 11.391915550291275;"{""coordinates"": [11.391915550291275, 44.49290345907781], ""type"": ""Point""}"
13388;44.504613979575545, 11.38153494070537;"{""coordinates"": [11.38153494070537, 44.504613979575545], ""type"": ""Point""}"
13395;44.515265441980745, 11.378537830384092;"{""coordinates"": [11.378537830384092, 44.515265441980745], ""type"": ""Point""}"
14355;44.50998654579204, 11.241999591072068;"{""coordinates"": [11.241999591072068, 44.50998654579204], ""type"": ""Point""}"
14360;44.510738468613525, 11.24050606761708;"{""coordinates"": [11.24050606761708, 44.510738468613525], ""type"": ""Point""}"
14361;44.51035415604273, 11.240223575045157;"{""coordinates"": [11.240223575045157, 44.51035415604273], ""type"": ""Point""}"
14363;44.50609180710472, 11.267164268429067;"{""coordinates"": [11.267164268429067, 44.50609180710472], ""type"": ""Point""}"
14365;44.51491273577809, 11.26821877032143;"{""coordinates"": [11.26821877032143, 44.51491273577809], ""type"": ""Point""}"
14377;44.52103097327721, 11.269584997063346;"{""coordinates"": [11.269584997063346, 44.52103097327721], ""type"": ""Point""}"
14076;44.48602150184429, 11.400084195471619;"{""coordinates"": [11.400084195471619, 44.48602150184429], ""type"": ""Point""}"
14081;44.467192316451694, 11.32173414204692;"{""coordinates"": [11.32173414204692, 44.467192316451694], ""type"": ""Point""}"
14084;44.465522674899496, 11.367373314284;"{""coordinates"": [11.367373314284, 44.465522674899496], ""type"": ""Point""}"
14091;44.45984160530457, 11.364059642516906;"{""coordinates"": [11.364059642516906, 44.45984160530457], ""type"": ""Point""}"
14092;44.455703869026244, 11.367389025579918;"{""coordinates"": [11.367389025579918, 44.455703869026244], ""type"": ""Point""}"
14096;44.46735456252168, 11.373237780040016;"{""coordinates"": [11.373237780040016, 44.46735456252168], ""type"": ""Point""}"
14100;44.46935834749172, 11.374331748148444;"{""coordinates"": [11.374331748148444, 44.46935834749172], ""type"": ""Point""}"
7010;44.49617473506654, 11.397176660591072;"{""coordinates"": [11.397176660591072, 44.49617473506654], ""type"": ""Point""}"
7018;44.49532949539339, 11.397404560794298;"{""coordinates"": [11.397404560794298, 44.49532949539339], ""type"": ""Point""}"
7014;44.49489493022127, 11.40175322089686;"{""coordinates"": [11.40175322089686, 44.49489493022127], ""type"": ""Point""}"
7013;44.4944950893873, 11.397606976693158;"{""coordinates"": [11.397606976693158, 44.4944950893873], ""type"": ""Point""}"
6884;44.48645854023446, 11.386611998724712;"{""coordinates"": [11.386611998724712, 44.48645854023446], ""type"": ""Point""}"
6889;44.48862650826822, 11.388057890037015;"{""coordinates"": [11.388057890037015, 44.48862650826822], ""type"": ""Point""}"
6888;44.48461190875363, 11.38710120075016;"{""coordinates"": [11.38710120075016, 44.48461190875363], ""type"": ""Point""}"
7053;44.483882995412735, 11.421498126149476;"{""coordinates"": [11.421498126149476, 44.483882995412735], ""type"": ""Point""}"
7027;44.49306711607154, 11.41651963882849;"{""coordinates"": [11.41651963882849, 44.49306711607154], ""type"": ""Point""}"
4252;44.502398863543476, 11.250858509835792;"{""coordinates"": [11.250858509835792, 44.502398863543476], ""type"": ""Point""}"
4321;44.50076640638586, 11.269169481825283;"{""coordinates"": [11.269169481825283, 44.50076640638586], ""type"": ""Point""}"
8461;44.51743797510455, 11.275196791815084;"{""coordinates"": [11.275196791815084, 44.51743797510455], ""type"": ""Point""}"
15730;44.51710195466709, 11.276105413152566;"{""coordinates"": [11.276105413152566, 44.51710195466709], ""type"": ""Point""}"
15728;44.51787887836114, 11.276637104628824;"{""coordinates"": [11.276637104628824, 44.51787887836114], ""type"": ""Point""}"
8447;44.505674760738195, 11.278593626069414;"{""coordinates"": [11.278593626069414, 44.505674760738195], ""type"": ""Point""}"
14240;44.539264774503685, 11.254039293780757;"{""coordinates"": [11.254039293780757, 44.539264774503685], ""type"": ""Point""}"
14241;44.538933650329895, 11.253843331018594;"{""coordinates"": [11.253843331018594, 44.538933650329895], ""type"": ""Point""}"
14253;44.53271640582382, 11.278556138250934;"{""coordinates"": [11.278556138250934, 44.53271640582382], ""type"": ""Point""}"
14255;44.52801777159791, 11.279940335056034;"{""coordinates"": [11.279940335056034, 44.52801777159791], ""type"": ""Point""}"
14256;44.52746792712859, 11.285724501418194;"{""coordinates"": [11.285724501418194, 44.52746792712859], ""type"": ""Point""}"
8650;44.50310749636629, 11.301154386775671;"{""coordinates"": [11.301154386775671, 44.50310749636629], ""type"": ""Point""}"
8763;44.499864069861296, 11.306147953648091;"{""coordinates"": [11.306147953648091, 44.499864069861296], ""type"": ""Point""}"
4568;44.498847356048124, 11.309604713167047;"{""coordinates"": [11.309604713167047, 44.498847356048124], ""type"": ""Point""}"
8765;44.5015849020064, 11.30782836830293;"{""coordinates"": [11.30782836830293, 44.5015849020064], ""type"": ""Point""}"
8788;44.50237442031505, 11.310106709028853;"{""coordinates"": [11.310106709028853, 44.50237442031505], ""type"": ""Point""}"
8945;44.5202582477622, 11.317775154028023;"{""coordinates"": [11.317775154028023, 44.5202582477622], ""type"": ""Point""}"
10994;44.520168716322644, 11.401336531635447;"{""coordinates"": [11.401336531635447, 44.520168716322644], ""type"": ""Point""}"
10993;44.519874428882176, 11.400082490086687;"{""coordinates"": [11.400082490086687, 44.519874428882176], ""type"": ""Point""}"
11000;44.53020930427268, 11.398341036370606;"{""coordinates"": [11.398341036370606, 44.53020930427268], ""type"": ""Point""}"
11025;44.5266640408702, 11.416421849882926;"{""coordinates"": [11.416421849882926, 44.5266640408702], ""type"": ""Point""}"
8459;44.51130909795283, 11.275632752975365;"{""coordinates"": [11.275632752975365, 44.51130909795283], ""type"": ""Point""}"
8686;44.509591969769424, 11.277253700296226;"{""coordinates"": [11.277253700296226, 44.509591969769424], ""type"": ""Point""}"
8453;44.50928739589309, 11.276096240954633;"{""coordinates"": [11.276096240954633, 44.50928739589309], ""type"": ""Point""}"
8588;44.530923411972154, 11.3064780294626;"{""coordinates"": [11.3064780294626, 44.530923411972154], ""type"": ""Point""}"
8589;44.52618198702663, 11.297403752819168;"{""coordinates"": [11.297403752819168, 44.52618198702663], ""type"": ""Point""}"
10872;44.50706591164238, 11.382226859988913;"{""coordinates"": [11.382226859988913, 44.50706591164238], ""type"": ""Point""}"
4192;44.44176585329479, 11.320694604915776;"{""coordinates"": [11.320694604915776, 44.44176585329479], ""type"": ""Point""}"
6912;44.48121406542514, 11.38120040230419;"{""coordinates"": [11.38120040230419, 44.48121406542514], ""type"": ""Point""}"
14043;44.4747021969385, 11.363777617176817;"{""coordinates"": [11.363777617176817, 44.4747021969385], ""type"": ""Point""}"
14047;44.489442877185645, 11.371012363886596;"{""coordinates"": [11.371012363886596, 44.489442877185645], ""type"": ""Point""}"
14048;44.477406663303, 11.370116074270936;"{""coordinates"": [11.370116074270936, 44.477406663303], ""type"": ""Point""}"
14049;44.47819266420393, 11.370731623965716;"{""coordinates"": [11.370731623965716, 44.47819266420393], ""type"": ""Point""}"
14389;44.524540989221336, 11.27490831362554;"{""coordinates"": [11.27490831362554, 44.524540989221336], ""type"": ""Point""}"
14390;44.51814894287843, 11.273143835941848;"{""coordinates"": [11.273143835941848, 44.51814894287843], ""type"": ""Point""}"
14392;44.51846395986055, 11.27335725066542;"{""coordinates"": [11.27335725066542, 44.51846395986055], ""type"": ""Point""}"
14396;44.514961313689554, 11.281739345050449;"{""coordinates"": [11.281739345050449, 44.514961313689554], ""type"": ""Point""}"
14403;44.51745855961005, 11.276961553119932;"{""coordinates"": [11.276961553119932, 44.51745855961005], ""type"": ""Point""}"
14405;44.517910057652756, 11.274704077464875;"{""coordinates"": [11.274704077464875, 44.517910057652756], ""type"": ""Point""}"
14406;44.517946636888716, 11.273714793598716;"{""coordinates"": [11.273714793598716, 44.517946636888716], ""type"": ""Point""}"
14408;44.517971500358776, 11.275523020760767;"{""coordinates"": [11.275523020760767, 44.517971500358776], ""type"": ""Point""}"
14413;44.52672262647532, 11.275525568854414;"{""coordinates"": [11.275525568854414, 44.52672262647532], ""type"": ""Point""}"
14414;44.525742379805465, 11.277448441751865;"{""coordinates"": [11.277448441751865, 44.525742379805465], ""type"": ""Point""}"
14421;44.52096109145835, 11.277943660773738;"{""coordinates"": [11.277943660773738, 44.52096109145835], ""type"": ""Point""}"
14422;44.5210792089713, 11.278231277269612;"{""coordinates"": [11.278231277269612, 44.5210792089713], ""type"": ""Point""}"
10520;44.50163883361751, 11.36547365062195;"{""coordinates"": [11.36547365062195, 44.50163883361751], ""type"": ""Point""}"
10530;44.501559747580636, 11.365314998378993;"{""coordinates"": [11.365314998378993, 44.501559747580636], ""type"": ""Point""}"
10519;44.50036021018681, 11.369189412994382;"{""coordinates"": [11.369189412994382, 44.50036021018681], ""type"": ""Point""}"
10534;44.50073098524424, 11.370882012915818;"{""coordinates"": [11.370882012915818, 44.50073098524424], ""type"": ""Point""}"
10535;44.50062433697546, 11.371140084390555;"{""coordinates"": [11.371140084390555, 44.50062433697546], ""type"": ""Point""}"
10515;44.5000280898829, 11.370482840297887;"{""coordinates"": [11.370482840297887, 44.5000280898829], ""type"": ""Point""}"
10521;44.49948145766345, 11.367494644279425;"{""coordinates"": [11.367494644279425, 44.49948145766345], ""type"": ""Point""}"
10533;44.50226932934132, 11.371763794204137;"{""coordinates"": [11.371763794204137, 44.50226932934132], ""type"": ""Point""}"
10544;44.500331695122824, 11.373393779429135;"{""coordinates"": [11.373393779429135, 44.500331695122824], ""type"": ""Point""}"
10548;44.50198936580247, 11.373736679943734;"{""coordinates"": [11.373736679943734, 44.50198936580247], ""type"": ""Point""}"
10545;44.50161059097589, 11.375125571609708;"{""coordinates"": [11.375125571609708, 44.50161059097589], ""type"": ""Point""}"
13590;44.50268561182963, 11.366212319395116;"{""coordinates"": [11.366212319395116, 44.50268561182963], ""type"": ""Point""}"
10550;44.50372226805841, 11.367961864899492;"{""coordinates"": [11.367961864899492, 44.50372226805841], ""type"": ""Point""}"
10556;44.504362521695455, 11.371429468051538;"{""coordinates"": [11.371429468051538, 44.504362521695455], ""type"": ""Point""}"
10523;44.503433748171524, 11.371299725122238;"{""coordinates"": [11.371299725122238, 44.503433748171524], ""type"": ""Point""}"
10562;44.50492659430312, 11.36945913780182;"{""coordinates"": [11.36945913780182, 44.50492659430312], ""type"": ""Point""}"
10569;44.50509696347859, 11.371224758912884;"{""coordinates"": [11.371224758912884, 44.50509696347859], ""type"": ""Point""}"
10566;44.50545205126181, 11.37202771047986;"{""coordinates"": [11.37202771047986, 44.50545205126181], ""type"": ""Point""}"
10656;44.518996094541265, 11.3393151816989;"{""coordinates"": [11.3393151816989, 44.518996094541265], ""type"": ""Point""}"
10655;44.51889547595069, 11.341079924313409;"{""coordinates"": [11.341079924313409, 44.51889547595069], ""type"": ""Point""}"
10343;44.51695947584879, 11.337760752413223;"{""coordinates"": [11.337760752413223, 44.51695947584879], ""type"": ""Point""}"
10646;44.52203871997774, 11.331300140587045;"{""coordinates"": [11.331300140587045, 44.52203871997774], ""type"": ""Point""}"
10675;44.51777723872929, 11.341864821260128;"{""coordinates"": [11.341864821260128, 44.51777723872929], ""type"": ""Point""}"
14173;44.49820588546239, 11.349705298803872;"{""coordinates"": [11.349705298803872, 44.49820588546239], ""type"": ""Point""}"
14215;44.544330176015514, 11.248230910879888;"{""coordinates"": [11.248230910879888, 44.544330176015514], ""type"": ""Point""}"
8967;44.53979822322914, 11.255060631686069;"{""coordinates"": [11.255060631686069, 44.53979822322914], ""type"": ""Point""}"
8966;44.547356558105875, 11.239842657763843;"{""coordinates"": [11.239842657763843, 44.547356558105875], ""type"": ""Point""}"
16467;44.459282011000056, 11.371121457025684;"{""coordinates"": [11.371121457025684, 44.459282011000056], ""type"": ""Point""}"
16478;44.46617021503338, 11.370772519600182;"{""coordinates"": [11.370772519600182, 44.46617021503338], ""type"": ""Point""}"
16479;44.46595029140605, 11.37078025774265;"{""coordinates"": [11.37078025774265, 44.46595029140605], ""type"": ""Point""}"
16480;44.466154611008506, 11.371280190597455;"{""coordinates"": [11.371280190597455, 44.466154611008506], ""type"": ""Point""}"
13312;44.527755278101296, 11.357352028864385;"{""coordinates"": [11.357352028864385, 44.527755278101296], ""type"": ""Point""}"
13313;44.5244931601437, 11.36001506138222;"{""coordinates"": [11.36001506138222, 44.5244931601437], ""type"": ""Point""}"
13488;44.49098566168178, 11.269982119601497;"{""coordinates"": [11.269982119601497, 44.49098566168178], ""type"": ""Point""}"
13328;44.52406440080773, 11.292406063916214;"{""coordinates"": [11.292406063916214, 44.52406440080773], ""type"": ""Point""}"
13319;44.52277487931154, 11.36385999413732;"{""coordinates"": [11.36385999413732, 44.52277487931154], ""type"": ""Point""}"
13331;44.52518420789692, 11.358792284593417;"{""coordinates"": [11.358792284593417, 44.52518420789692], ""type"": ""Point""}"
15248;44.53051213881271, 11.360155360729332;"{""coordinates"": [11.360155360729332, 44.53051213881271], ""type"": ""Point""}"
15212;44.51904143698237, 11.37193683185348;"{""coordinates"": [11.37193683185348, 44.51904143698237], ""type"": ""Point""}"
13334;44.527307827144895, 11.35381601874537;"{""coordinates"": [11.35381601874537, 44.527307827144895], ""type"": ""Point""}"
15244;44.52893210888358, 11.359278891670723;"{""coordinates"": [11.359278891670723, 44.52893210888358], ""type"": ""Point""}"
15247;44.53046435417148, 11.360294649956225;"{""coordinates"": [11.360294649956225, 44.53046435417148], ""type"": ""Point""}"
13336;44.51988840962029, 11.28384472636822;"{""coordinates"": [11.28384472636822, 44.51988840962029], ""type"": ""Point""}"
6717;44.47128393221842, 11.386230746395963;"{""coordinates"": [11.386230746395963, 44.47128393221842], ""type"": ""Point""}"
6725;44.47371245856435, 11.385510524561615;"{""coordinates"": [11.385510524561615, 44.47371245856435], ""type"": ""Point""}"
13153;44.473853841114895, 11.389986340386239;"{""coordinates"": [11.389986340386239, 44.473853841114895], ""type"": ""Point""}"
6712;44.47290731874524, 11.3874276939624;"{""coordinates"": [11.3874276939624, 44.47290731874524], ""type"": ""Point""}"
6699;44.47395203754775, 11.382107305403302;"{""coordinates"": [11.382107305403302, 44.47395203754775], ""type"": ""Point""}"
13235;44.475419669243436, 11.382957903986107;"{""coordinates"": [11.382957903986107, 44.475419669243436], ""type"": ""Point""}"
15894;44.4787083815052, 11.380644014349926;"{""coordinates"": [11.380644014349926, 44.4787083815052], ""type"": ""Point""}"
5893;44.47852239997803, 11.377838461482206;"{""coordinates"": [11.377838461482206, 44.47852239997803], ""type"": ""Point""}"
15916;44.477856231163294, 11.37917543148063;"{""coordinates"": [11.37917543148063, 44.477856231163294], ""type"": ""Point""}"
6773;44.477805124974594, 11.382240615202015;"{""coordinates"": [11.382240615202015, 44.477805124974594], ""type"": ""Point""}"
6763;44.47750425582295, 11.382493500456684;"{""coordinates"": [11.382493500456684, 44.47750425582295], ""type"": ""Point""}"
6325;44.47953166831735, 11.360313654575696;"{""coordinates"": [11.360313654575696, 44.47953166831735], ""type"": ""Point""}"
6321;44.47928060056935, 11.361094350650086;"{""coordinates"": [11.361094350650086, 44.47928060056935], ""type"": ""Point""}"
6339;44.48217097855792, 11.361088107290325;"{""coordinates"": [11.361088107290325, 44.48217097855792], ""type"": ""Point""}"
6340;44.483279471635555, 11.360254290140839;"{""coordinates"": [11.360254290140839, 44.483279471635555], ""type"": ""Point""}"
6328;44.48242132343741, 11.362215120440874;"{""coordinates"": [11.362215120440874, 44.48242132343741], ""type"": ""Point""}"
6324;44.48132197981875, 11.36148500964704;"{""coordinates"": [11.36148500964704, 44.48132197981875], ""type"": ""Point""}"
6320;44.48104134202999, 11.362129415367214;"{""coordinates"": [11.362129415367214, 44.48104134202999], ""type"": ""Point""}"
6332;44.48088221789709, 11.364233471297476;"{""coordinates"": [11.364233471297476, 44.48088221789709], ""type"": ""Point""}"
14181;44.54111152446601, 11.246566588844358;"{""coordinates"": [11.246566588844358, 44.54111152446601], ""type"": ""Point""}"
14183;44.5476578984435, 11.357947959147902;"{""coordinates"": [11.357947959147902, 44.5476578984435], ""type"": ""Point""}"
14186;44.547873976078016, 11.355011795620467;"{""coordinates"": [11.355011795620467, 44.547873976078016], ""type"": ""Point""}"
15089;44.547511255704066, 11.354381609554906;"{""coordinates"": [11.354381609554906, 44.547511255704066], ""type"": ""Point""}"
14188;44.54756981617161, 11.355064207159515;"{""coordinates"": [11.355064207159515, 44.54756981617161], ""type"": ""Point""}"
14194;44.54644615253011, 11.353789995207013;"{""coordinates"": [11.353789995207013, 44.54644615253011], ""type"": ""Point""}"
14196;44.54888738555329, 11.35484395075016;"{""coordinates"": [11.35484395075016, 44.54888738555329], ""type"": ""Point""}"
14197;44.54924437017058, 11.35598488913691;"{""coordinates"": [11.35598488913691, 44.54924437017058], ""type"": ""Point""}"
15104;44.55032388530089, 11.354106517481577;"{""coordinates"": [11.354106517481577, 44.55032388530089], ""type"": ""Point""}"
15955;44.54964097548003, 11.354100716988649;"{""coordinates"": [11.354100716988649, 44.54964097548003], ""type"": ""Point""}"
10678;44.520060920112655, 11.350644347349537;"{""coordinates"": [11.350644347349537, 44.520060920112655], ""type"": ""Point""}"
10687;44.517670425576206, 11.353395332906846;"{""coordinates"": [11.353395332906846, 44.517670425576206], ""type"": ""Point""}"
10683;44.51864691395528, 11.35257383406837;"{""coordinates"": [11.35257383406837, 44.51864691395528], ""type"": ""Point""}"
10665;44.520902479319126, 11.348237261804439;"{""coordinates"": [11.348237261804439, 44.520902479319126], ""type"": ""Point""}"
10697;44.523517947625876, 11.348749949438112;"{""coordinates"": [11.348749949438112, 44.523517947625876], ""type"": ""Point""}"
10664;44.52509447193651, 11.349472705185534;"{""coordinates"": [11.349472705185534, 44.52509447193651], ""type"": ""Point""}"
10696;44.525993826977356, 11.355323435612338;"{""coordinates"": [11.355323435612338, 44.525993826977356], ""type"": ""Point""}"
10699;44.52803367795187, 11.33309482938895;"{""coordinates"": [11.33309482938895, 44.52803367795187], ""type"": ""Point""}"
14142;44.49769157086967, 11.333141090043386;"{""coordinates"": [11.333141090043386, 44.49769157086967], ""type"": ""Point""}"
14147;44.49690371541522, 11.331782892161051;"{""coordinates"": [11.331782892161051, 44.49690371541522], ""type"": ""Point""}"
14151;44.49516306294012, 11.338311214190776;"{""coordinates"": [11.338311214190776, 44.49516306294012], ""type"": ""Point""}"
14154;44.49181574589252, 11.3362777685503;"{""coordinates"": [11.3362777685503, 44.49181574589252], ""type"": ""Point""}"
14158;44.50175828890675, 11.341788594615274;"{""coordinates"": [11.341788594615274, 44.50175828890675], ""type"": ""Point""}"
14159;44.50211483515661, 11.341821542850715;"{""coordinates"": [11.341821542850715, 44.50211483515661], ""type"": ""Point""}"
14162;44.492659771936474, 11.345332425696107;"{""coordinates"": [11.345332425696107, 44.492659771936474], ""type"": ""Point""}"
14165;44.49638988492394, 11.348458488522217;"{""coordinates"": [11.348458488522217, 44.49638988492394], ""type"": ""Point""}"
10239;44.504707255088285, 11.345413131622443;"{""coordinates"": [11.345413131622443, 44.504707255088285], ""type"": ""Point""}"
14425;44.52047199183821, 11.278314911416926;"{""coordinates"": [11.278314911416926, 44.52047199183821], ""type"": ""Point""}"
14426;44.52065290087391, 11.278174489781634;"{""coordinates"": [11.278174489781634, 44.52065290087391], ""type"": ""Point""}"
14428;44.520290936144605, 11.277850970016539;"{""coordinates"": [11.277850970016539, 44.520290936144605], ""type"": ""Point""}"
14952;44.49373951356109, 11.363913012678974;"{""coordinates"": [11.363913012678974, 44.49373951356109], ""type"": ""Point""}"
14958;44.49342602953111, 11.364879903994854;"{""coordinates"": [11.364879903994854, 44.49342602953111], ""type"": ""Point""}"
14959;44.499819890775406, 11.370302322645175;"{""coordinates"": [11.370302322645175, 44.499819890775406], ""type"": ""Point""}"
14960;44.49938573242907, 11.371166686773684;"{""coordinates"": [11.371166686773684, 44.49938573242907], ""type"": ""Point""}"
14961;44.494513767465804, 11.367093309354297;"{""coordinates"": [11.367093309354297, 44.494513767465804], ""type"": ""Point""}"
14966;44.491953425337755, 11.367860683042151;"{""coordinates"": [11.367860683042151, 44.491953425337755], ""type"": ""Point""}"
14967;44.492051558840636, 11.367082123929881;"{""coordinates"": [11.367082123929881, 44.492051558840636], ""type"": ""Point""}"
10406;44.513655981086, 11.342005448292856;"{""coordinates"": [11.342005448292856, 44.513655981086], ""type"": ""Point""}"
10415;44.51409970204317, 11.347403313271307;"{""coordinates"": [11.347403313271307, 44.51409970204317], ""type"": ""Point""}"
10413;44.51298812609375, 11.347119755666606;"{""coordinates"": [11.347119755666606, 44.51298812609375], ""type"": ""Point""}"
10423;44.515127664510274, 11.344077009461465;"{""coordinates"": [11.344077009461465, 44.515127664510274], ""type"": ""Point""}"
10399;44.515060842482555, 11.345365823191973;"{""coordinates"": [11.345365823191973, 44.515060842482555], ""type"": ""Point""}"
10404;44.51594150884184, 11.345452565515902;"{""coordinates"": [11.345452565515902, 44.51594150884184], ""type"": ""Point""}"
10430;44.512645882926, 11.347039719574079;"{""coordinates"": [11.347039719574079, 44.512645882926], ""type"": ""Point""}"
10350;44.51186332854157, 11.347550097103854;"{""coordinates"": [11.347550097103854, 44.51186332854157], ""type"": ""Point""}"
5581;44.46026661603107, 11.370300143123961;"{""coordinates"": [11.370300143123961, 44.46026661603107], ""type"": ""Point""}"
13052;44.46012823009123, 11.371700039293062;"{""coordinates"": [11.371700039293062, 44.46012823009123], ""type"": ""Point""}"
7037;44.48517033850005, 11.405895406610579;"{""coordinates"": [11.405895406610579, 44.48517033850005], ""type"": ""Point""}"
5470;44.441435062627136, 11.335571751918929;"{""coordinates"": [11.335571751918929, 44.441435062627136], ""type"": ""Point""}"
8985;44.54600997849537, 11.258668884727529;"{""coordinates"": [11.258668884727529, 44.54600997849537], ""type"": ""Point""}"
13036;44.50009076508236, 11.363741954586366;"{""coordinates"": [11.363741954586366, 44.50009076508236], ""type"": ""Point""}"
8944;44.52148896160247, 11.32154123914452;"{""coordinates"": [11.32154123914452, 44.52148896160247], ""type"": ""Point""}"
6841;44.47611201634125, 11.391637882663495;"{""coordinates"": [11.391637882663495, 44.47611201634125], ""type"": ""Point""}"
15845;44.47767484228008, 11.396030807905953;"{""coordinates"": [11.396030807905953, 44.47767484228008], ""type"": ""Point""}"
6838;44.47563142417965, 11.396490053350632;"{""coordinates"": [11.396490053350632, 44.47563142417965], ""type"": ""Point""}"
6817;44.474485175284194, 11.398243355435437;"{""coordinates"": [11.398243355435437, 44.474485175284194], ""type"": ""Point""}"
6839;44.476709905879396, 11.397304387566365;"{""coordinates"": [11.397304387566365, 44.476709905879396], ""type"": ""Point""}"
6692;44.47942694705507, 11.393401007854981;"{""coordinates"": [11.393401007854981, 44.47942694705507], ""type"": ""Point""}"
6893;44.48070389245816, 11.378277066425179;"{""coordinates"": [11.378277066425179, 44.48070389245816], ""type"": ""Point""}"
6757;44.479188413239655, 11.379433087592032;"{""coordinates"": [11.379433087592032, 44.479188413239655], ""type"": ""Point""}"
6909;44.48338925089175, 11.379990569390378;"{""coordinates"": [11.379990569390378, 44.48338925089175], ""type"": ""Point""}"
13958;44.494347339823825, 11.378813430396521;"{""coordinates"": [11.378813430396521, 44.494347339823825], ""type"": ""Point""}"
13963;44.50846278165215, 11.38902538684549;"{""coordinates"": [11.38902538684549, 44.50846278165215], ""type"": ""Point""}"
13964;44.508187246303414, 11.390381415413033;"{""coordinates"": [11.390381415413033, 44.508187246303414], ""type"": ""Point""}"
13966;44.49943805356737, 11.390009245218979;"{""coordinates"": [11.390009245218979, 44.49943805356737], ""type"": ""Point""}"
13967;44.499145402615206, 11.387972206863914;"{""coordinates"": [11.387972206863914, 44.499145402615206], ""type"": ""Point""}"
13972;44.49569658684401, 11.386270499512682;"{""coordinates"": [11.386270499512682, 44.49569658684401], ""type"": ""Point""}"
13974;44.496676963111355, 11.400602390817173;"{""coordinates"": [11.400602390817173, 44.496676963111355], ""type"": ""Point""}"
4195;44.46698696214105, 11.291995250920698;"{""coordinates"": [11.291995250920698, 44.46698696214105], ""type"": ""Point""}"
13981;44.489020009697995, 11.298568634131856;"{""coordinates"": [11.298568634131856, 44.489020009697995], ""type"": ""Point""}"
13982;44.489566150446294, 11.298181495875065;"{""coordinates"": [11.298181495875065, 44.489566150446294], ""type"": ""Point""}"
13987;44.491063941405116, 11.309631078620615;"{""coordinates"": [11.309631078620615, 44.491063941405116], ""type"": ""Point""}"
10439;44.51686126596448, 11.35158818617192;"{""coordinates"": [11.35158818617192, 44.51686126596448], ""type"": ""Point""}"
16752;44.498188921717066, 11.356717254418829;"{""coordinates"": [11.356717254418829, 44.498188921717066], ""type"": ""Point""}"
10477;44.498782739311416, 11.363933076171131;"{""coordinates"": [11.363933076171131, 44.498782739311416], ""type"": ""Point""}"
10468;44.50000108059802, 11.362039289152925;"{""coordinates"": [11.362039289152925, 44.50000108059802], ""type"": ""Point""}"
14970;44.48993519659873, 11.37261055834129;"{""coordinates"": [11.37261055834129, 44.48993519659873], ""type"": ""Point""}"
14971;44.488997147195526, 11.374654846395071;"{""coordinates"": [11.374654846395071, 44.488997147195526], ""type"": ""Point""}"
6596;44.48932996466196, 11.374864689205339;"{""coordinates"": [11.374864689205339, 44.48932996466196], ""type"": ""Point""}"
14974;44.49110132786668, 11.36725356253935;"{""coordinates"": [11.36725356253935, 44.49110132786668], ""type"": ""Point""}"
14976;44.49157442304287, 11.366814179814375;"{""coordinates"": [11.366814179814375, 44.49157442304287], ""type"": ""Point""}"
14977;44.491802352811156, 11.36695561286035;"{""coordinates"": [11.36695561286035, 44.491802352811156], ""type"": ""Point""}"
14979;44.492424116625365, 11.371385654407776;"{""coordinates"": [11.371385654407776, 44.492424116625365], ""type"": ""Point""}"
14982;44.4950344942141, 11.37576817142847;"{""coordinates"": [11.37576817142847, 44.4950344942141], ""type"": ""Point""}"
14983;44.49540495834026, 11.372416112071955;"{""coordinates"": [11.372416112071955, 44.49540495834026], ""type"": ""Point""}"
14997;44.51840908812348, 11.276176873667476;"{""coordinates"": [11.276176873667476, 44.51840908812348], ""type"": ""Point""}"
15053;44.4757733099804, 11.357469449389052;"{""coordinates"": [11.357469449389052, 44.4757733099804], ""type"": ""Point""}"
